cell_id,region_group,center_lat,center_lon,cell_size_km,geojson_file,kelpwatch_csv_file,time_variable,selection_rule,final_filter_after_kelpwatch
cell_001,Northern California,39.525053,-124.017028,10,cell_001.geojson,kelpwatch_cell_001.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_123,Northern California,37.319164,-122.316712,10,cell_123.geojson,kelpwatch_cell_123.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_124,Northern California,37.321308,-122.203743,10,cell_124.geojson,kelpwatch_cell_124.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_125,Northern California,37.224626,-122.539603,10,cell_125.geojson,kelpwatch_cell_125.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_126,Northern California,37.226982,-122.426782,10,cell_126.geojson,kelpwatch_cell_126.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_127,Northern California,37.229231,-122.313954,10,cell_127.geojson,kelpwatch_cell_127.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_128,Northern California,37.231373,-122.20112,10,cell_128.geojson,kelpwatch_cell_128.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_129,Northern California,37.233408,-122.088279,10,cell_129.geojson,kelpwatch_cell_129.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_130,Northern California,37.134697,-122.536583,10,cell_130.geojson,kelpwatch_cell_130.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_131,Northern California,37.13705,-122.423897,10,cell_131.geojson,kelpwatch_cell_131.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_132,Northern California,37.139296,-122.311203,10,cell_132.geojson,kelpwatch_cell_132.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_133,Northern California,37.141436,-122.198503,10,cell_133.geojson,kelpwatch_cell_133.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_134,Northern California,37.143468,-122.085796,10,cell_134.geojson,kelpwatch_cell_134.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_135,Northern California,37.145394,-121.973084,10,cell_135.geojson,kelpwatch_cell_135.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_136,Northern California,37.047116,-122.421018,10,cell_136.geojson,kelpwatch_cell_136.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_137,Northern California,37.04936,-122.308458,10,cell_137.geojson,kelpwatch_cell_137.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_138,Northern California,37.051497,-122.195892,10,cell_138.geojson,kelpwatch_cell_138.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_139,Northern California,37.053527,-122.083319,10,cell_139.geojson,kelpwatch_cell_139.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_140,Northern California,37.05545,-121.970741,10,cell_140.geojson,kelpwatch_cell_140.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_141,Central California,36.959421,-122.30572,10,cell_141.geojson,kelpwatch_cell_141.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_142,Central California,36.961555,-122.193287,10,cell_142.geojson,kelpwatch_cell_142.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_143,Central California,36.963583,-122.080848,10,cell_143.geojson,kelpwatch_cell_143.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_144,Central California,36.965504,-121.968403,10,cell_144.geojson,kelpwatch_cell_144.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_145,Central California,36.967319,-121.855953,10,cell_145.geojson,kelpwatch_cell_145.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_146,Central California,36.86948,-122.302989,10,cell_146.geojson,kelpwatch_cell_146.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_147,Central California,36.871612,-122.190689,10,cell_147.geojson,kelpwatch_cell_147.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_148,Central California,36.873637,-122.078383,10,cell_148.geojson,kelpwatch_cell_148.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_149,Central California,36.875556,-121.966071,10,cell_149.geojson,kelpwatch_cell_149.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_150,Central California,36.877369,-121.853754,10,cell_150.geojson,kelpwatch_cell_150.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_151,Central California,36.781666,-122.188097,10,cell_151.geojson,kelpwatch_cell_151.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_152,Central California,36.783689,-122.075923,10,cell_152.geojson,kelpwatch_cell_152.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_153,Central California,36.785606,-121.963744,10,cell_153.geojson,kelpwatch_cell_153.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_154,Central California,36.787416,-121.85156,10,cell_154.geojson,kelpwatch_cell_154.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_155,Central California,36.78912,-121.73937,10,cell_155.geojson,kelpwatch_cell_155.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_156,Central California,36.691718,-122.18551,10,cell_156.geojson,kelpwatch_cell_156.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_157,Central California,36.693738,-122.07347,10,cell_157.geojson,kelpwatch_cell_157.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_158,Central California,36.695653,-121.961423,10,cell_158.geojson,kelpwatch_cell_158.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_159,Central California,36.697461,-121.849371,10,cell_159.geojson,kelpwatch_cell_159.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_160,Central California,36.699163,-121.737314,10,cell_160.geojson,kelpwatch_cell_160.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_161,Central California,36.603784,-122.071022,10,cell_161.geojson,kelpwatch_cell_161.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_162,Central California,36.605697,-121.959107,10,cell_162.geojson,kelpwatch_cell_162.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_163,Central California,36.607503,-121.847188,10,cell_163.geojson,kelpwatch_cell_163.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_164,Central California,36.609203,-121.735263,10,cell_164.geojson,kelpwatch_cell_164.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_165,Central California,36.513827,-122.06858,10,cell_165.geojson,kelpwatch_cell_165.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_166,Central California,36.515737,-121.956797,10,cell_166.geojson,kelpwatch_cell_166.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_167,Central California,36.517541,-121.845009,10,cell_167.geojson,kelpwatch_cell_167.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_168,Central California,36.519239,-121.733216,10,cell_168.geojson,kelpwatch_cell_168.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_169,Central California,36.423867,-122.066143,10,cell_169.geojson,kelpwatch_cell_169.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_170,Central California,36.425775,-121.954492,10,cell_170.geojson,kelpwatch_cell_170.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_171,Central California,36.427577,-121.842836,10,cell_171.geojson,kelpwatch_cell_171.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_172,Central California,36.429273,-121.731175,10,cell_172.geojson,kelpwatch_cell_172.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_173,Central California,36.333903,-122.063713,10,cell_173.geojson,kelpwatch_cell_173.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_174,Central California,36.335809,-121.952193,10,cell_174.geojson,kelpwatch_cell_174.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_175,Central California,36.337609,-121.840668,10,cell_175.geojson,kelpwatch_cell_175.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_176,Central California,36.339303,-121.729138,10,cell_176.geojson,kelpwatch_cell_176.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_177,Central California,36.340891,-121.617603,10,cell_177.geojson,kelpwatch_cell_177.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_178,Central California,36.243935,-122.061288,10,cell_178.geojson,kelpwatch_cell_178.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_179,Central California,36.245839,-121.949899,10,cell_179.geojson,kelpwatch_cell_179.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_180,Central California,36.247637,-121.838505,10,cell_180.geojson,kelpwatch_cell_180.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_181,Central California,36.249329,-121.727106,10,cell_181.geojson,kelpwatch_cell_181.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_182,Central California,36.250915,-121.615702,10,cell_182.geojson,kelpwatch_cell_182.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_183,Central California,36.155865,-121.94761,10,cell_183.geojson,kelpwatch_cell_183.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_184,Central California,36.157661,-121.836347,10,cell_184.geojson,kelpwatch_cell_184.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_185,Central California,36.159351,-121.725079,10,cell_185.geojson,kelpwatch_cell_185.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_186,Central California,36.160936,-121.613805,10,cell_186.geojson,kelpwatch_cell_186.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_187,Central California,36.162415,-121.502528,10,cell_187.geojson,kelpwatch_cell_187.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_188,Central California,36.065887,-121.945327,10,cell_188.geojson,kelpwatch_cell_188.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_189,Central California,36.067681,-121.834194,10,cell_189.geojson,kelpwatch_cell_189.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_190,Central California,36.069369,-121.723056,10,cell_190.geojson,kelpwatch_cell_190.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_191,Central California,36.070952,-121.611913,10,cell_191.geojson,kelpwatch_cell_191.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_192,Central California,36.072429,-121.500766,10,cell_192.geojson,kelpwatch_cell_192.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_193,Central California,36.073801,-121.389615,10,cell_193.geojson,kelpwatch_cell_193.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_194,Central California,35.977696,-121.832046,10,cell_194.geojson,kelpwatch_cell_194.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_195,Central California,35.979383,-121.721038,10,cell_195.geojson,kelpwatch_cell_195.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_196,Central California,35.980964,-121.610026,10,cell_196.geojson,kelpwatch_cell_196.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_197,Central California,35.982439,-121.499009,10,cell_197.geojson,kelpwatch_cell_197.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_198,Central California,35.98381,-121.387988,10,cell_198.geojson,kelpwatch_cell_198.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_199,Central California,35.985074,-121.276963,10,cell_199.geojson,kelpwatch_cell_199.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_200,Central California,35.889392,-121.719025,10,cell_200.geojson,kelpwatch_cell_200.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_201,Central California,35.890971,-121.608143,10,cell_201.geojson,kelpwatch_cell_201.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_202,Central California,35.892445,-121.497255,10,cell_202.geojson,kelpwatch_cell_202.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_203,Central California,35.893814,-121.386364,10,cell_203.geojson,kelpwatch_cell_203.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_204,Central California,35.895077,-121.275469,10,cell_204.geojson,kelpwatch_cell_204.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_205,Central California,35.800973,-121.606264,10,cell_205.geojson,kelpwatch_cell_205.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_206,Central California,35.802446,-121.495506,10,cell_206.geojson,kelpwatch_cell_206.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_207,Central California,35.803813,-121.384744,10,cell_207.geojson,kelpwatch_cell_207.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_208,Central California,35.805075,-121.273979,10,cell_208.geojson,kelpwatch_cell_208.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_209,Central California,35.806232,-121.163209,10,cell_209.geojson,kelpwatch_cell_209.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_210,Central California,35.710971,-121.604389,10,cell_210.geojson,kelpwatch_cell_210.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_211,Central California,35.712442,-121.493761,10,cell_211.geojson,kelpwatch_cell_211.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_212,Central California,35.713807,-121.383128,10,cell_212.geojson,kelpwatch_cell_212.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_213,Central California,35.715068,-121.272492,10,cell_213.geojson,kelpwatch_cell_213.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_214,Central California,35.716224,-121.161852,10,cell_214.geojson,kelpwatch_cell_214.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_215,Central California,35.717274,-121.051209,10,cell_215.geojson,kelpwatch_cell_215.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_216,Central California,35.622432,-121.49202,10,cell_216.geojson,kelpwatch_cell_216.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_217,Central California,35.623796,-121.381516,10,cell_217.geojson,kelpwatch_cell_217.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_218,Central California,35.625056,-121.271008,10,cell_218.geojson,kelpwatch_cell_218.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_219,Central California,35.62621,-121.160498,10,cell_219.geojson,kelpwatch_cell_219.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_220,Central California,35.627259,-121.049983,10,cell_220.geojson,kelpwatch_cell_220.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_221,Central California,35.628204,-120.939467,10,cell_221.geojson,kelpwatch_cell_221.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_222,Central California,35.53378,-121.379907,10,cell_222.geojson,kelpwatch_cell_222.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_223,Central California,35.535038,-121.269529,10,cell_223.geojson,kelpwatch_cell_223.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_224,Central California,35.536191,-121.159146,10,cell_224.geojson,kelpwatch_cell_224.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_225,Central California,35.537239,-121.048761,10,cell_225.geojson,kelpwatch_cell_225.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_226,Central California,35.538183,-120.938373,10,cell_226.geojson,kelpwatch_cell_226.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_227,Central California,35.539021,-120.827982,10,cell_227.geojson,kelpwatch_cell_227.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_228,Central California,35.445015,-121.268052,10,cell_228.geojson,kelpwatch_cell_228.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_229,Central California,35.446166,-121.157798,10,cell_229.geojson,kelpwatch_cell_229.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_230,Central California,35.447214,-121.047541,10,cell_230.geojson,kelpwatch_cell_230.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_231,Central California,35.448156,-120.937281,10,cell_231.geojson,kelpwatch_cell_231.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_232,Central California,35.448994,-120.827019,10,cell_232.geojson,kelpwatch_cell_232.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_233,Central California,35.449727,-120.716754,10,cell_233.geojson,kelpwatch_cell_233.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_234,Central California,35.356136,-121.156453,10,cell_234.geojson,kelpwatch_cell_234.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_235,Central California,35.357182,-121.046324,10,cell_235.geojson,kelpwatch_cell_235.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_236,Central California,35.358123,-120.936193,10,cell_236.geojson,kelpwatch_cell_236.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_237,Central California,35.35896,-120.826058,10,cell_237.geojson,kelpwatch_cell_237.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_238,Central California,35.359692,-120.715922,10,cell_238.geojson,kelpwatch_cell_238.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_239,Central California,35.267145,-121.04511,10,cell_239.geojson,kelpwatch_cell_239.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_240,Central California,35.268085,-120.935106,10,cell_240.geojson,kelpwatch_cell_240.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_241,Central California,35.268921,-120.8251,10,cell_241.geojson,kelpwatch_cell_241.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_242,Central California,35.269652,-120.715091,10,cell_242.geojson,kelpwatch_cell_242.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_243,Central California,35.270279,-120.60508,10,cell_243.geojson,kelpwatch_cell_243.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_244,Central California,35.177101,-121.043899,10,cell_244.geojson,kelpwatch_cell_244.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_245,Central California,35.17804,-120.934022,10,cell_245.geojson,kelpwatch_cell_245.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
cell_246,Central California,35.178875,-120.824143,10,cell_246.geojson,kelpwatch_cell_246.csv,Growing Season Max,cell intersects 15 km buffer around simplified Northern/Central California coastal transect,retain if count_cells_historic_footprint > 0; stricter option: >= 500
