domain,year,model_family,feature_set,train_start,train_end,n_train,events_train,n_test,events_test,chosen
full_oisst_domain,2023,elastic_net,current_only,1989,2022,9074,3785,179,32,"{""C"": 0.05, ""l1_ratio"": 0.0}"
full_oisst_domain,2023,elastic_net,current_plus_trajectory,1989,2022,9074,3785,179,32,"{""C"": 0.2, ""l1_ratio"": 0.0}"
full_oisst_domain,2023,elastic_net,trajectory_plus_oisst,1989,2022,9074,3785,179,32,"{""C"": 0.05, ""l1_ratio"": 0.0}"
full_oisst_domain,2023,hierarchical_additive,current_only,1989,2022,9074,3785,179,32,"{""C"": 1.0}"
full_oisst_domain,2023,hierarchical_additive,current_plus_trajectory,1989,2022,9074,3785,179,32,"{""C"": 0.05}"
full_oisst_domain,2023,hierarchical_additive,trajectory_plus_oisst,1989,2022,9074,3785,179,32,"{""C"": 0.05}"
full_oisst_domain,2023,lambdamart_ranker,current_only,1989,2022,9074,3785,179,32,"{""calibration_end"": 2022, ""calibration_rows"": 693, ""calibration_start"": 2020, ""platt_intercept"": -0.6462850784615501, ""platt_slope"": 1.010859113144301}"
full_oisst_domain,2023,lambdamart_ranker,current_plus_trajectory,1989,2022,9074,3785,179,32,"{""calibration_end"": 2022, ""calibration_rows"": 693, ""calibration_start"": 2020, ""platt_intercept"": -1.1313031242992222, ""platt_slope"": 1.9610299907692816}"
full_oisst_domain,2023,lambdamart_ranker,trajectory_plus_oisst,1989,2022,9074,3785,179,32,"{""calibration_end"": 2022, ""calibration_rows"": 693, ""calibration_start"": 2020, ""platt_intercept"": -0.8680193311502605, ""platt_slope"": 1.446877241360867}"
full_oisst_domain,2024,elastic_net,current_only,1989,2023,9253,3817,204,51,"{""C"": 0.05, ""l1_ratio"": 0.0}"
full_oisst_domain,2024,elastic_net,current_plus_trajectory,1989,2023,9253,3817,204,51,"{""C"": 1.0, ""l1_ratio"": 0.5}"
full_oisst_domain,2024,elastic_net,trajectory_plus_oisst,1989,2023,9253,3817,204,51,"{""C"": 1.0, ""l1_ratio"": 0.0}"
full_oisst_domain,2024,hierarchical_additive,current_only,1989,2023,9253,3817,204,51,"{""C"": 1.0}"
full_oisst_domain,2024,hierarchical_additive,current_plus_trajectory,1989,2023,9253,3817,204,51,"{""C"": 0.2}"
full_oisst_domain,2024,hierarchical_additive,trajectory_plus_oisst,1989,2023,9253,3817,204,51,"{""C"": 0.05}"
full_oisst_domain,2024,lambdamart_ranker,current_only,1989,2023,9253,3817,204,51,"{""calibration_end"": 2023, ""calibration_rows"": 633, ""calibration_start"": 2021, ""platt_intercept"": -0.9111408494693304, ""platt_slope"": 1.1432908068335008}"
full_oisst_domain,2024,lambdamart_ranker,current_plus_trajectory,1989,2023,9253,3817,204,51,"{""calibration_end"": 2023, ""calibration_rows"": 633, ""calibration_start"": 2021, ""platt_intercept"": -1.4700830078464244, ""platt_slope"": 2.20836749958754}"
full_oisst_domain,2024,lambdamart_ranker,trajectory_plus_oisst,1989,2023,9253,3817,204,51,"{""calibration_end"": 2023, ""calibration_rows"": 633, ""calibration_start"": 2021, ""platt_intercept"": -1.3316992123454934, ""platt_slope"": 1.946953034718642}"
upwelling_supported_domain,2005,elastic_net,current_only,1989,2004,2793,1182,207,129,"{""C"": 0.05, ""l1_ratio"": 0.0}"
upwelling_supported_domain,2005,elastic_net,current_plus_trajectory,1989,2004,2793,1182,207,129,"{""C"": 0.05, ""l1_ratio"": 1.0}"
upwelling_supported_domain,2005,elastic_net,trajectory_plus_oisst,1989,2004,2793,1182,207,129,"{""C"": 1.0, ""l1_ratio"": 0.5}"
upwelling_supported_domain,2005,elastic_net,trajectory_plus_oisst_cuti_beuti,1989,2004,2793,1182,207,129,"{""C"": 1.0, ""l1_ratio"": 0.5}"
upwelling_supported_domain,2005,hierarchical_additive,current_only,1989,2004,2793,1182,207,129,"{""C"": 0.2}"
upwelling_supported_domain,2005,hierarchical_additive,current_plus_trajectory,1989,2004,2793,1182,207,129,"{""C"": 1.0}"
upwelling_supported_domain,2005,hierarchical_additive,trajectory_plus_oisst,1989,2004,2793,1182,207,129,"{""C"": 0.2}"
upwelling_supported_domain,2005,hierarchical_additive,trajectory_plus_oisst_cuti_beuti,1989,2004,2793,1182,207,129,"{""C"": 0.2}"
upwelling_supported_domain,2005,lambdamart_ranker,current_only,1989,2004,2793,1182,207,129,"{""calibration_end"": 2004, ""calibration_rows"": 630, ""calibration_start"": 2002, ""platt_intercept"": -1.0031031910283184, ""platt_slope"": 1.0627137607298354}"
upwelling_supported_domain,2005,lambdamart_ranker,current_plus_trajectory,1989,2004,2793,1182,207,129,"{""calibration_end"": 2004, ""calibration_rows"": 630, ""calibration_start"": 2002, ""platt_intercept"": -1.0559826657870746, ""platt_slope"": 1.163799088212653}"
upwelling_supported_domain,2005,lambdamart_ranker,trajectory_plus_oisst,1989,2004,2793,1182,207,129,"{""calibration_end"": 2004, ""calibration_rows"": 630, ""calibration_start"": 2002, ""platt_intercept"": -1.384480615257929, ""platt_slope"": 1.7842013253038482}"
upwelling_supported_domain,2005,lambdamart_ranker,trajectory_plus_oisst_cuti_beuti,1989,2004,2793,1182,207,129,"{""calibration_end"": 2004, ""calibration_rows"": 630, ""calibration_start"": 2002, ""platt_intercept"": -1.1606575998716193, ""platt_slope"": 1.3628896185758335}"
upwelling_supported_domain,2006,elastic_net,current_only,1989,2005,3000,1311,191,39,"{""C"": 0.05, ""l1_ratio"": 0.0}"
upwelling_supported_domain,2006,elastic_net,current_plus_trajectory,1989,2005,3000,1311,191,39,"{""C"": 0.05, ""l1_ratio"": 0.5}"
upwelling_supported_domain,2006,elastic_net,trajectory_plus_oisst,1989,2005,3000,1311,191,39,"{""C"": 0.2, ""l1_ratio"": 1.0}"
upwelling_supported_domain,2006,elastic_net,trajectory_plus_oisst_cuti_beuti,1989,2005,3000,1311,191,39,"{""C"": 0.05, ""l1_ratio"": 0.5}"
upwelling_supported_domain,2006,hierarchical_additive,current_only,1989,2005,3000,1311,191,39,"{""C"": 0.2}"
upwelling_supported_domain,2006,hierarchical_additive,current_plus_trajectory,1989,2005,3000,1311,191,39,"{""C"": 1.0}"
upwelling_supported_domain,2006,hierarchical_additive,trajectory_plus_oisst,1989,2005,3000,1311,191,39,"{""C"": 0.2}"
upwelling_supported_domain,2006,hierarchical_additive,trajectory_plus_oisst_cuti_beuti,1989,2005,3000,1311,191,39,"{""C"": 0.2}"
upwelling_supported_domain,2006,lambdamart_ranker,current_only,1989,2005,3000,1311,191,39,"{""calibration_end"": 2005, ""calibration_rows"": 629, ""calibration_start"": 2003, ""platt_intercept"": -0.7966997505591322, ""platt_slope"": 1.1876128258807128}"
upwelling_supported_domain,2006,lambdamart_ranker,current_plus_trajectory,1989,2005,3000,1311,191,39,"{""calibration_end"": 2005, ""calibration_rows"": 629, ""calibration_start"": 2003, ""platt_intercept"": -0.8195976977819386, ""platt_slope"": 1.232355766985731}"
upwelling_supported_domain,2006,lambdamart_ranker,trajectory_plus_oisst,1989,2005,3000,1311,191,39,"{""calibration_end"": 2005, ""calibration_rows"": 629, ""calibration_start"": 2003, ""platt_intercept"": -0.8934460538255344, ""platt_slope"": 1.376495534971187}"
upwelling_supported_domain,2006,lambdamart_ranker,trajectory_plus_oisst_cuti_beuti,1989,2005,3000,1311,191,39,"{""calibration_end"": 2005, ""calibration_rows"": 629, ""calibration_start"": 2003, ""platt_intercept"": -0.7547498529306206, ""platt_slope"": 1.1055423117132699}"
upwelling_supported_domain,2007,elastic_net,current_only,1989,2006,3191,1350,217,71,"{""C"": 0.05, ""l1_ratio"": 0.0}"
upwelling_supported_domain,2007,elastic_net,current_plus_trajectory,1989,2006,3191,1350,217,71,"{""C"": 0.2, ""l1_ratio"": 1.0}"
upwelling_supported_domain,2007,elastic_net,trajectory_plus_oisst,1989,2006,3191,1350,217,71,"{""C"": 0.05, ""l1_ratio"": 1.0}"
upwelling_supported_domain,2007,elastic_net,trajectory_plus_oisst_cuti_beuti,1989,2006,3191,1350,217,71,"{""C"": 1.0, ""l1_ratio"": 0.0}"
upwelling_supported_domain,2007,hierarchical_additive,current_only,1989,2006,3191,1350,217,71,"{""C"": 1.0}"
upwelling_supported_domain,2007,hierarchical_additive,current_plus_trajectory,1989,2006,3191,1350,217,71,"{""C"": 1.0}"
upwelling_supported_domain,2007,hierarchical_additive,trajectory_plus_oisst,1989,2006,3191,1350,217,71,"{""C"": 0.2}"
upwelling_supported_domain,2007,hierarchical_additive,trajectory_plus_oisst_cuti_beuti,1989,2006,3191,1350,217,71,"{""C"": 1.0}"
upwelling_supported_domain,2007,lambdamart_ranker,current_only,1989,2006,3191,1350,217,71,"{""calibration_end"": 2006, ""calibration_rows"": 617, ""calibration_start"": 2004, ""platt_intercept"": -0.9122536189177375, ""platt_slope"": 1.0884767292345374}"
upwelling_supported_domain,2007,lambdamart_ranker,current_plus_trajectory,1989,2006,3191,1350,217,71,"{""calibration_end"": 2006, ""calibration_rows"": 617, ""calibration_start"": 2004, ""platt_intercept"": -0.9775010695740683, ""platt_slope"": 1.2134292850599027}"
upwelling_supported_domain,2007,lambdamart_ranker,trajectory_plus_oisst,1989,2006,3191,1350,217,71,"{""calibration_end"": 2006, ""calibration_rows"": 617, ""calibration_start"": 2004, ""platt_intercept"": -0.998642359362065, ""platt_slope"": 1.2540578780829705}"
upwelling_supported_domain,2007,lambdamart_ranker,trajectory_plus_oisst_cuti_beuti,1989,2006,3191,1350,217,71,"{""calibration_end"": 2006, ""calibration_rows"": 617, ""calibration_start"": 2004, ""platt_intercept"": -0.9427912755881173, ""platt_slope"": 1.1474384363983257}"
upwelling_supported_domain,2008,elastic_net,current_only,1989,2007,3408,1421,216,61,"{""C"": 0.05, ""l1_ratio"": 0.0}"
upwelling_supported_domain,2008,elastic_net,current_plus_trajectory,1989,2007,3408,1421,216,61,"{""C"": 0.05, ""l1_ratio"": 1.0}"
upwelling_supported_domain,2008,elastic_net,trajectory_plus_oisst,1989,2007,3408,1421,216,61,"{""C"": 0.05, ""l1_ratio"": 1.0}"
upwelling_supported_domain,2008,elastic_net,trajectory_plus_oisst_cuti_beuti,1989,2007,3408,1421,216,61,"{""C"": 0.05, ""l1_ratio"": 0.0}"
upwelling_supported_domain,2008,hierarchical_additive,current_only,1989,2007,3408,1421,216,61,"{""C"": 0.2}"
upwelling_supported_domain,2008,hierarchical_additive,current_plus_trajectory,1989,2007,3408,1421,216,61,"{""C"": 0.05}"
upwelling_supported_domain,2008,hierarchical_additive,trajectory_plus_oisst,1989,2007,3408,1421,216,61,"{""C"": 0.2}"
upwelling_supported_domain,2008,hierarchical_additive,trajectory_plus_oisst_cuti_beuti,1989,2007,3408,1421,216,61,"{""C"": 1.0}"
upwelling_supported_domain,2008,lambdamart_ranker,current_only,1989,2007,3408,1421,216,61,"{""calibration_end"": 2007, ""calibration_rows"": 615, ""calibration_start"": 2005, ""platt_intercept"": -1.3765537618145705, ""platt_slope"": 1.7803006164095139}"
upwelling_supported_domain,2008,lambdamart_ranker,current_plus_trajectory,1989,2007,3408,1421,216,61,"{""calibration_end"": 2007, ""calibration_rows"": 615, ""calibration_start"": 2005, ""platt_intercept"": -1.2887253943217927, ""platt_slope"": 1.6154458631993673}"
upwelling_supported_domain,2008,lambdamart_ranker,trajectory_plus_oisst,1989,2007,3408,1421,216,61,"{""calibration_end"": 2007, ""calibration_rows"": 615, ""calibration_start"": 2005, ""platt_intercept"": -1.3931945492115272, ""platt_slope"": 1.811309517148105}"
upwelling_supported_domain,2008,lambdamart_ranker,trajectory_plus_oisst_cuti_beuti,1989,2007,3408,1421,216,61,"{""calibration_end"": 2007, ""calibration_rows"": 615, ""calibration_start"": 2005, ""platt_intercept"": -1.0161734459237677, ""platt_slope"": 1.0984591463885334}"
upwelling_supported_domain,2009,elastic_net,current_only,1989,2008,3624,1482,228,99,"{""C"": 0.05, ""l1_ratio"": 0.0}"
upwelling_supported_domain,2009,elastic_net,current_plus_trajectory,1989,2008,3624,1482,228,99,"{""C"": 0.05, ""l1_ratio"": 0.5}"
upwelling_supported_domain,2009,elastic_net,trajectory_plus_oisst,1989,2008,3624,1482,228,99,"{""C"": 0.05, ""l1_ratio"": 1.0}"
upwelling_supported_domain,2009,elastic_net,trajectory_plus_oisst_cuti_beuti,1989,2008,3624,1482,228,99,"{""C"": 0.05, ""l1_ratio"": 0.5}"
upwelling_supported_domain,2009,hierarchical_additive,current_only,1989,2008,3624,1482,228,99,"{""C"": 0.2}"
upwelling_supported_domain,2009,hierarchical_additive,current_plus_trajectory,1989,2008,3624,1482,228,99,"{""C"": 0.05}"
upwelling_supported_domain,2009,hierarchical_additive,trajectory_plus_oisst,1989,2008,3624,1482,228,99,"{""C"": 0.05}"
upwelling_supported_domain,2009,hierarchical_additive,trajectory_plus_oisst_cuti_beuti,1989,2008,3624,1482,228,99,"{""C"": 1.0}"
upwelling_supported_domain,2009,lambdamart_ranker,current_only,1989,2008,3624,1482,228,99,"{""calibration_end"": 2008, ""calibration_rows"": 624, ""calibration_start"": 2006, ""platt_intercept"": -2.269417364965956, ""platt_slope"": 2.3727267458480403}"
upwelling_supported_domain,2009,lambdamart_ranker,current_plus_trajectory,1989,2008,3624,1482,228,99,"{""calibration_end"": 2008, ""calibration_rows"": 624, ""calibration_start"": 2006, ""platt_intercept"": -2.2629194549068408, ""platt_slope"": 2.361442343761246}"
upwelling_supported_domain,2009,lambdamart_ranker,trajectory_plus_oisst,1989,2008,3624,1482,228,99,"{""calibration_end"": 2008, ""calibration_rows"": 624, ""calibration_start"": 2006, ""platt_intercept"": -2.173697857820233, ""platt_slope"": 2.208716785211023}"
upwelling_supported_domain,2009,lambdamart_ranker,trajectory_plus_oisst_cuti_beuti,1989,2008,3624,1482,228,99,"{""calibration_end"": 2008, ""calibration_rows"": 624, ""calibration_start"": 2006, ""platt_intercept"": -1.874358936766459, ""platt_slope"": 1.6863599161980425}"
upwelling_supported_domain,2010,elastic_net,current_only,1989,2009,3852,1581,225,136,"{""C"": 0.05, ""l1_ratio"": 0.0}"
upwelling_supported_domain,2010,elastic_net,current_plus_trajectory,1989,2009,3852,1581,225,136,"{""C"": 0.05, ""l1_ratio"": 1.0}"
upwelling_supported_domain,2010,elastic_net,trajectory_plus_oisst,1989,2009,3852,1581,225,136,"{""C"": 0.2, ""l1_ratio"": 1.0}"
upwelling_supported_domain,2010,elastic_net,trajectory_plus_oisst_cuti_beuti,1989,2009,3852,1581,225,136,"{""C"": 0.05, ""l1_ratio"": 1.0}"
upwelling_supported_domain,2010,hierarchical_additive,current_only,1989,2009,3852,1581,225,136,"{""C"": 0.2}"
upwelling_supported_domain,2010,hierarchical_additive,current_plus_trajectory,1989,2009,3852,1581,225,136,"{""C"": 0.05}"
upwelling_supported_domain,2010,hierarchical_additive,trajectory_plus_oisst,1989,2009,3852,1581,225,136,"{""C"": 0.2}"
upwelling_supported_domain,2010,hierarchical_additive,trajectory_plus_oisst_cuti_beuti,1989,2009,3852,1581,225,136,"{""C"": 1.0}"
upwelling_supported_domain,2010,lambdamart_ranker,current_only,1989,2009,3852,1581,225,136,"{""calibration_end"": 2009, ""calibration_rows"": 661, ""calibration_start"": 2007, ""platt_intercept"": -1.7742289705272043, ""platt_slope"": 2.1789986250886018}"
upwelling_supported_domain,2010,lambdamart_ranker,current_plus_trajectory,1989,2009,3852,1581,225,136,"{""calibration_end"": 2009, ""calibration_rows"": 661, ""calibration_start"": 2007, ""platt_intercept"": -1.8458578822375158, ""platt_slope"": 2.3077061797606486}"
upwelling_supported_domain,2010,lambdamart_ranker,trajectory_plus_oisst,1989,2009,3852,1581,225,136,"{""calibration_end"": 2009, ""calibration_rows"": 661, ""calibration_start"": 2007, ""platt_intercept"": -1.7565572761722117, ""platt_slope"": 2.1470701533020553}"
upwelling_supported_domain,2010,lambdamart_ranker,trajectory_plus_oisst_cuti_beuti,1989,2009,3852,1581,225,136,"{""calibration_end"": 2009, ""calibration_rows"": 661, ""calibration_start"": 2007, ""platt_intercept"": -1.4636266533985536, ""platt_slope"": 1.6126143632256336}"
upwelling_supported_domain,2011,elastic_net,current_only,1989,2010,4077,1717,186,65,"{""C"": 0.05, ""l1_ratio"": 0.0}"
upwelling_supported_domain,2011,elastic_net,current_plus_trajectory,1989,2010,4077,1717,186,65,"{""C"": 0.05, ""l1_ratio"": 1.0}"
upwelling_supported_domain,2011,elastic_net,trajectory_plus_oisst,1989,2010,4077,1717,186,65,"{""C"": 0.05, ""l1_ratio"": 1.0}"
upwelling_supported_domain,2011,elastic_net,trajectory_plus_oisst_cuti_beuti,1989,2010,4077,1717,186,65,"{""C"": 0.05, ""l1_ratio"": 1.0}"
upwelling_supported_domain,2011,hierarchical_additive,current_only,1989,2010,4077,1717,186,65,"{""C"": 0.2}"
upwelling_supported_domain,2011,hierarchical_additive,current_plus_trajectory,1989,2010,4077,1717,186,65,"{""C"": 0.05}"
upwelling_supported_domain,2011,hierarchical_additive,trajectory_plus_oisst,1989,2010,4077,1717,186,65,"{""C"": 1.0}"
upwelling_supported_domain,2011,hierarchical_additive,trajectory_plus_oisst_cuti_beuti,1989,2010,4077,1717,186,65,"{""C"": 1.0}"
upwelling_supported_domain,2011,lambdamart_ranker,current_only,1989,2010,4077,1717,186,65,"{""calibration_end"": 2010, ""calibration_rows"": 669, ""calibration_start"": 2008, ""platt_intercept"": -1.1950698843556065, ""platt_slope"": 1.8857211911771348}"
upwelling_supported_domain,2011,lambdamart_ranker,current_plus_trajectory,1989,2010,4077,1717,186,65,"{""calibration_end"": 2010, ""calibration_rows"": 669, ""calibration_start"": 2008, ""platt_intercept"": -1.2928687568099695, ""platt_slope"": 2.0735761381967315}"
upwelling_supported_domain,2011,lambdamart_ranker,trajectory_plus_oisst,1989,2010,4077,1717,186,65,"{""calibration_end"": 2010, ""calibration_rows"": 669, ""calibration_start"": 2008, ""platt_intercept"": -1.1685938650428354, ""platt_slope"": 1.8347290795077396}"
upwelling_supported_domain,2011,lambdamart_ranker,trajectory_plus_oisst_cuti_beuti,1989,2010,4077,1717,186,65,"{""calibration_end"": 2010, ""calibration_rows"": 669, ""calibration_start"": 2008, ""platt_intercept"": -1.1838374068043747, ""platt_slope"": 1.8640778620213256}"
upwelling_supported_domain,2012,elastic_net,current_only,1989,2011,4263,1782,196,28,"{""C"": 0.05, ""l1_ratio"": 0.0}"
upwelling_supported_domain,2012,elastic_net,current_plus_trajectory,1989,2011,4263,1782,196,28,"{""C"": 0.05, ""l1_ratio"": 1.0}"
upwelling_supported_domain,2012,elastic_net,trajectory_plus_oisst,1989,2011,4263,1782,196,28,"{""C"": 0.05, ""l1_ratio"": 1.0}"
upwelling_supported_domain,2012,elastic_net,trajectory_plus_oisst_cuti_beuti,1989,2011,4263,1782,196,28,"{""C"": 0.05, ""l1_ratio"": 0.0}"
upwelling_supported_domain,2012,hierarchical_additive,current_only,1989,2011,4263,1782,196,28,"{""C"": 1.0}"
upwelling_supported_domain,2012,hierarchical_additive,current_plus_trajectory,1989,2011,4263,1782,196,28,"{""C"": 0.2}"
upwelling_supported_domain,2012,hierarchical_additive,trajectory_plus_oisst,1989,2011,4263,1782,196,28,"{""C"": 1.0}"
upwelling_supported_domain,2012,hierarchical_additive,trajectory_plus_oisst_cuti_beuti,1989,2011,4263,1782,196,28,"{""C"": 0.05}"
upwelling_supported_domain,2012,lambdamart_ranker,current_only,1989,2011,4263,1782,196,28,"{""calibration_end"": 2011, ""calibration_rows"": 639, ""calibration_start"": 2009, ""platt_intercept"": -1.1613513604403416, ""platt_slope"": 2.0484724970692736}"
upwelling_supported_domain,2012,lambdamart_ranker,current_plus_trajectory,1989,2011,4263,1782,196,28,"{""calibration_end"": 2011, ""calibration_rows"": 639, ""calibration_start"": 2009, ""platt_intercept"": -1.3336250968220817, ""platt_slope"": 2.384231168441705}"
upwelling_supported_domain,2012,lambdamart_ranker,trajectory_plus_oisst,1989,2011,4263,1782,196,28,"{""calibration_end"": 2011, ""calibration_rows"": 639, ""calibration_start"": 2009, ""platt_intercept"": -1.2769123362595358, ""platt_slope"": 2.273073003627559}"
upwelling_supported_domain,2012,lambdamart_ranker,trajectory_plus_oisst_cuti_beuti,1989,2011,4263,1782,196,28,"{""calibration_end"": 2011, ""calibration_rows"": 639, ""calibration_start"": 2009, ""platt_intercept"": -1.423588408521332, ""platt_slope"": 2.558309535276293}"
upwelling_supported_domain,2013,elastic_net,current_only,1989,2012,4459,1810,230,185,"{""C"": 0.05, ""l1_ratio"": 0.0}"
upwelling_supported_domain,2013,elastic_net,current_plus_trajectory,1989,2012,4459,1810,230,185,"{""C"": 0.05, ""l1_ratio"": 1.0}"
upwelling_supported_domain,2013,elastic_net,trajectory_plus_oisst,1989,2012,4459,1810,230,185,"{""C"": 1.0, ""l1_ratio"": 1.0}"
upwelling_supported_domain,2013,elastic_net,trajectory_plus_oisst_cuti_beuti,1989,2012,4459,1810,230,185,"{""C"": 0.05, ""l1_ratio"": 0.0}"
upwelling_supported_domain,2013,hierarchical_additive,current_only,1989,2012,4459,1810,230,185,"{""C"": 1.0}"
upwelling_supported_domain,2013,hierarchical_additive,current_plus_trajectory,1989,2012,4459,1810,230,185,"{""C"": 1.0}"
upwelling_supported_domain,2013,hierarchical_additive,trajectory_plus_oisst,1989,2012,4459,1810,230,185,"{""C"": 0.2}"
upwelling_supported_domain,2013,hierarchical_additive,trajectory_plus_oisst_cuti_beuti,1989,2012,4459,1810,230,185,"{""C"": 0.05}"
upwelling_supported_domain,2013,lambdamart_ranker,current_only,1989,2012,4459,1810,230,185,"{""calibration_end"": 2012, ""calibration_rows"": 607, ""calibration_start"": 2010, ""platt_intercept"": -1.6087806030985081, ""platt_slope"": 2.1153016884111278}"
upwelling_supported_domain,2013,lambdamart_ranker,current_plus_trajectory,1989,2012,4459,1810,230,185,"{""calibration_end"": 2012, ""calibration_rows"": 607, ""calibration_start"": 2010, ""platt_intercept"": -1.7235649211571356, ""platt_slope"": 2.3255160184214874}"
upwelling_supported_domain,2013,lambdamart_ranker,trajectory_plus_oisst,1989,2012,4459,1810,230,185,"{""calibration_end"": 2012, ""calibration_rows"": 607, ""calibration_start"": 2010, ""platt_intercept"": -1.6638682053005587, ""platt_slope"": 2.2162925043020296}"
upwelling_supported_domain,2013,lambdamart_ranker,trajectory_plus_oisst_cuti_beuti,1989,2012,4459,1810,230,185,"{""calibration_end"": 2012, ""calibration_rows"": 607, ""calibration_start"": 2010, ""platt_intercept"": -1.7341826048452005, ""platt_slope"": 2.3449037727062683}"
upwelling_supported_domain,2014,elastic_net,current_only,1989,2013,4689,1995,188,73,"{""C"": 0.05, ""l1_ratio"": 0.0}"
upwelling_supported_domain,2014,elastic_net,current_plus_trajectory,1989,2013,4689,1995,188,73,"{""C"": 0.05, ""l1_ratio"": 1.0}"
upwelling_supported_domain,2014,elastic_net,trajectory_plus_oisst,1989,2013,4689,1995,188,73,"{""C"": 0.05, ""l1_ratio"": 1.0}"
upwelling_supported_domain,2014,elastic_net,trajectory_plus_oisst_cuti_beuti,1989,2013,4689,1995,188,73,"{""C"": 0.05, ""l1_ratio"": 0.0}"
upwelling_supported_domain,2014,hierarchical_additive,current_only,1989,2013,4689,1995,188,73,"{""C"": 0.2}"
upwelling_supported_domain,2014,hierarchical_additive,current_plus_trajectory,1989,2013,4689,1995,188,73,"{""C"": 0.2}"
upwelling_supported_domain,2014,hierarchical_additive,trajectory_plus_oisst,1989,2013,4689,1995,188,73,"{""C"": 0.05}"
upwelling_supported_domain,2014,hierarchical_additive,trajectory_plus_oisst_cuti_beuti,1989,2013,4689,1995,188,73,"{""C"": 0.05}"
upwelling_supported_domain,2014,lambdamart_ranker,current_only,1989,2013,4689,1995,188,73,"{""calibration_end"": 2013, ""calibration_rows"": 612, ""calibration_start"": 2011, ""platt_intercept"": -0.9792640872385473, ""platt_slope"": 1.5659360165189444}"
upwelling_supported_domain,2014,lambdamart_ranker,current_plus_trajectory,1989,2013,4689,1995,188,73,"{""calibration_end"": 2013, ""calibration_rows"": 612, ""calibration_start"": 2011, ""platt_intercept"": -1.0697120446920163, ""platt_slope"": 1.7410506480548953}"
upwelling_supported_domain,2014,lambdamart_ranker,trajectory_plus_oisst,1989,2013,4689,1995,188,73,"{""calibration_end"": 2013, ""calibration_rows"": 612, ""calibration_start"": 2011, ""platt_intercept"": -1.077593663862574, ""platt_slope"": 1.7563428840332762}"
upwelling_supported_domain,2014,lambdamart_ranker,trajectory_plus_oisst_cuti_beuti,1989,2013,4689,1995,188,73,"{""calibration_end"": 2013, ""calibration_rows"": 612, ""calibration_start"": 2011, ""platt_intercept"": -1.1506061548990658, ""platt_slope"": 1.8978576941500835}"
upwelling_supported_domain,2015,elastic_net,current_only,1989,2014,4877,2068,163,53,"{""C"": 0.05, ""l1_ratio"": 0.0}"
upwelling_supported_domain,2015,elastic_net,current_plus_trajectory,1989,2014,4877,2068,163,53,"{""C"": 0.05, ""l1_ratio"": 0.5}"
upwelling_supported_domain,2015,elastic_net,trajectory_plus_oisst,1989,2014,4877,2068,163,53,"{""C"": 0.05, ""l1_ratio"": 0.5}"
upwelling_supported_domain,2015,elastic_net,trajectory_plus_oisst_cuti_beuti,1989,2014,4877,2068,163,53,"{""C"": 0.05, ""l1_ratio"": 0.0}"
upwelling_supported_domain,2015,hierarchical_additive,current_only,1989,2014,4877,2068,163,53,"{""C"": 0.2}"
upwelling_supported_domain,2015,hierarchical_additive,current_plus_trajectory,1989,2014,4877,2068,163,53,"{""C"": 0.2}"
upwelling_supported_domain,2015,hierarchical_additive,trajectory_plus_oisst,1989,2014,4877,2068,163,53,"{""C"": 1.0}"
upwelling_supported_domain,2015,hierarchical_additive,trajectory_plus_oisst_cuti_beuti,1989,2014,4877,2068,163,53,"{""C"": 1.0}"
upwelling_supported_domain,2015,lambdamart_ranker,current_only,1989,2014,4877,2068,163,53,"{""calibration_end"": 2014, ""calibration_rows"": 614, ""calibration_start"": 2012, ""platt_intercept"": -0.8862916780213697, ""platt_slope"": 1.4795536632609925}"
upwelling_supported_domain,2015,lambdamart_ranker,current_plus_trajectory,1989,2014,4877,2068,163,53,"{""calibration_end"": 2014, ""calibration_rows"": 614, ""calibration_start"": 2012, ""platt_intercept"": -0.7248347050954232, ""platt_slope"": 1.1625570183154597}"
upwelling_supported_domain,2015,lambdamart_ranker,trajectory_plus_oisst,1989,2014,4877,2068,163,53,"{""calibration_end"": 2014, ""calibration_rows"": 614, ""calibration_start"": 2012, ""platt_intercept"": -0.7172521849550686, ""platt_slope"": 1.1475230256176379}"
upwelling_supported_domain,2015,lambdamart_ranker,trajectory_plus_oisst_cuti_beuti,1989,2014,4877,2068,163,53,"{""calibration_end"": 2014, ""calibration_rows"": 614, ""calibration_start"": 2012, ""platt_intercept"": -0.8185777306173856, ""platt_slope"": 1.3467050318014961}"
upwelling_supported_domain,2016,elastic_net,current_only,1989,2015,5040,2121,168,71,"{""C"": 0.05, ""l1_ratio"": 0.0}"
upwelling_supported_domain,2016,elastic_net,current_plus_trajectory,1989,2015,5040,2121,168,71,"{""C"": 0.2, ""l1_ratio"": 1.0}"
upwelling_supported_domain,2016,elastic_net,trajectory_plus_oisst,1989,2015,5040,2121,168,71,"{""C"": 0.2, ""l1_ratio"": 1.0}"
upwelling_supported_domain,2016,elastic_net,trajectory_plus_oisst_cuti_beuti,1989,2015,5040,2121,168,71,"{""C"": 0.05, ""l1_ratio"": 0.0}"
upwelling_supported_domain,2016,hierarchical_additive,current_only,1989,2015,5040,2121,168,71,"{""C"": 0.2}"
upwelling_supported_domain,2016,hierarchical_additive,current_plus_trajectory,1989,2015,5040,2121,168,71,"{""C"": 1.0}"
upwelling_supported_domain,2016,hierarchical_additive,trajectory_plus_oisst,1989,2015,5040,2121,168,71,"{""C"": 1.0}"
