site_id,support_m,overlap_cluster,region_group,latitude,longitude,year,annual_area_m2,annual_complete,valid_quarters,selected_quarter,pre2005_footprint_pixels,positive_reference_years,p95_annual_area_pre2005,relative_canopy,next_year_area_m2,relative_drop_next,event,eligible,canopy_lag1,canopy_lag2,canopy_2yr_change,canopy_3yr_change,canopy_3yr_mean,canopy_3yr_std,canopy_3yr_slope,canopy_drop_from_3yr_max
POINT_VICENTE_W VRG,300,s300_c080,Southern California,33.73974,-118.4137,1986,24141.0,True,4,4,69,16,24141.0,1.0,8110.0,0.6640569984673377,1,True,0.1125885423139058,1.019634646452094,-0.019634646452094007,,0.710741062922,0.5181082978178279,-0.009817323226047095,0.01925655088360761
POINT_VICENTE_W VRG,300,s300_c080,Southern California,33.73974,-118.4137,1987,8110.0,True,4,3,69,16,24141.0,0.33594300153266227,20151.0,-1.4847102342786682,0,True,1.0,0.1125885423139058,0.22335445921875646,-0.6836916449194317,0.482843847948856,0.46158386867013157,0.11167722960937834,0.6640569984673377
POINT_VICENTE_W VRG,300,s300_c080,Southern California,33.73974,-118.4137,1988,20151.0,True,3,4,69,16,24141.0,0.8347210140425003,5947.0,0.704878169817875,1,True,0.33594300153266227,1.0,-0.16527898595749968,0.7221324717285945,0.7235546718583876,0.3457041958514662,-0.08263949297874996,0.16527898595749968
POINT_VICENTE_W VRG,300,s300_c080,Southern California,33.73974,-118.4137,1989,5947.0,True,4,4,69,16,24141.0,0.2463443933557019,4680.0,0.21304859593072137,0,True,0.8347210140425003,0.33594300153266227,-0.08959860817696036,-0.7536556066442981,0.4723361363102882,0.3170158944809469,-0.044799304088480096,0.7048781698178751
POINT_VICENTE_W VRG,300,s300_c080,Southern California,33.73974,-118.4137,1990,4680.0,True,4,4,69,16,24141.0,0.1938610662358643,6871.0,-0.46816239316239316,0,True,0.2463443933557019,0.8347210140425003,-0.640859947806636,-0.14208193529679797,0.42497549121135547,0.35581901300593555,-0.3204299739033181,0.7677534613666815
POINT_VICENTE_W VRG,300,s300_c080,Southern California,33.73974,-118.4137,1991,6871.0,True,4,3,69,16,24141.0,0.28461952694585974,63.0,0.9908310289623053,1,True,0.1938610662358643,0.2463443933557019,0.03827513359015783,-0.5501014870966405,0.24160832884580863,0.045564210493470224,0.01913756679507887,0.0
POINT_VICENTE_W VRG,300,s300_c080,Southern California,33.73974,-118.4137,1992,63.0,True,4,4,69,16,24141.0,0.0026096681993289426,100.0,-0.5873015873015873,0,False,0.28461952694585974,0.1938610662358643,-0.19125139803653535,-0.24373472515637296,0.16036342046035099,0.14395818598445792,-0.09562569901826763,0.9908310289623053
POINT_VICENTE_W VRG,300,s300_c080,Southern California,33.73974,-118.4137,1993,100.0,True,4,2,69,16,24141.0,0.004142330475125306,185.0,-0.85,0,False,0.0026096681993289426,0.28461952694585974,-0.28047719647073444,-0.189718735760739,0.09712384187343799,0.16237783470657363,-0.14023859823536725,0.985446077717945
POINT_VICENTE_W VRG,300,s300_c080,Southern California,33.73974,-118.4137,1994,185.0,True,4,2,69,16,24141.0,0.0076633113789818155,4050.0,-20.89189189189189,0,False,0.004142330475125306,0.0026096681993289426,0.0050536431796528725,-0.27695621556687794,0.004805103351145355,0.0025911924398910875,0.002526821589826436,0.0
POINT_VICENTE_W VRG,300,s300_c080,Southern California,33.73974,-118.4137,1995,4050.0,True,3,3,69,16,24141.0,0.16776438424257487,235.0,0.9419753086419753,1,True,0.0076633113789818155,0.004142330475125306,0.16362205376744957,0.1651547160432459,0.05985667536556066,0.09346739834266293,0.08181102688372476,0.0
POINT_VICENTE_W VRG,300,s300_c080,Southern California,33.73974,-118.4137,1996,235.0,True,4,3,69,16,24141.0,0.009734476616544467,0.0,1.0,1,False,0.16776438424257487,0.0076633113789818155,0.0020711652375626517,0.005592146141419161,0.06172072407936705,0.09184234223367573,0.0010355826187813584,0.9419753086419753
POINT_VICENTE_W VRG,300,s300_c080,Southern California,33.73974,-118.4137,1997,0.0,True,4,1,69,16,24141.0,0.0,0.0,,0,False,0.009734476616544467,0.16776438424257487,-0.16776438424257487,-0.0076633113789818155,0.05916628695303978,0.09417457225774838,-0.08388219212128745,1.0
POINT_VICENTE_W VRG,300,s300_c080,Southern California,33.73974,-118.4137,1998,0.0,True,4,1,69,16,24141.0,0.0,865.0,,0,False,0.0,0.009734476616544467,-0.009734476616544467,-0.16776438424257487,0.0032448255388481556,0.00562020269496816,-0.0048672383082722336,1.0
POINT_VICENTE_W VRG,300,s300_c080,Southern California,33.73974,-118.4137,1999,865.0,True,3,3,69,16,24141.0,0.035831158609833894,32.0,0.9630057803468208,1,False,0.0,0.0,0.035831158609833894,0.026096681993289426,0.011943719536611297,0.020687129068763778,0.01791557930491694,0.0
POINT_VICENTE_W VRG,300,s300_c080,Southern California,33.73974,-118.4137,2000,32.0,True,4,3,69,16,24141.0,0.0013255457520400978,68.0,-1.125,0,False,0.035831158609833894,0.0,0.0013255457520400978,0.0013255457520400978,0.012385568120624663,0.020315291111031652,0.0006627728760200554,0.9630057803468209
POINT_VICENTE_W VRG,300,s300_c080,Southern California,33.73974,-118.4137,2001,68.0,True,4,3,69,16,24141.0,0.0028167847230852077,0.0,1.0,1,False,0.0013255457520400978,0.035831158609833894,-0.03301437388674869,0.0028167847230852077,0.013324496361653067,0.01950559746796947,-0.016507186943374347,0.9213872832369943
POINT_VICENTE_W VRG,300,s300_c080,Southern California,33.73974,-118.4137,2002,0.0,True,4,1,69,16,24141.0,0.0,0.0,,0,False,0.0028167847230852077,0.0013255457520400978,-0.0013255457520400978,-0.035831158609833894,0.0013807768250417684,0.0014092043491347535,-0.0006627728760200487,1.0
POINT_VICENTE_W VRG,300,s300_c080,Southern California,33.73974,-118.4137,2003,0.0,True,4,1,69,16,24141.0,0.0,0.0,,0,False,0.0,0.0028167847230852077,-0.0028167847230852077,-0.0013255457520400978,0.0009389282410284025,0.00162627141812249,-0.001408392361542604,1.0
POINT_VICENTE_W VRG,300,s300_c080,Southern California,33.73974,-118.4137,2004,0.0,True,4,1,69,16,24141.0,0.0,95.0,,0,False,0.0,0.0,0.0,-0.0028167847230852077,0.0,0.0,-0.0,0.0
POINT_VICENTE_W VRG,300,s300_c080,Southern California,33.73974,-118.4137,2005,95.0,True,4,4,69,16,24141.0,0.00393521395136904,0.0,1.0,1,False,0.0,0.0,0.00393521395136904,0.00393521395136904,0.00131173798378968,0.002271996834141686,0.0019676069756845195,0.0
POINT_VICENTE_W VRG,300,s300_c080,Southern California,33.73974,-118.4137,2006,0.0,True,4,1,69,16,24141.0,0.0,0.0,,0,False,0.00393521395136904,0.0,0.0,0.0,0.00131173798378968,0.002271996834141686,6.788179325285514e-19,1.0
POINT_VICENTE_W VRG,300,s300_c080,Southern California,33.73974,-118.4137,2007,0.0,True,4,1,69,16,24141.0,0.0,17989.0,,0,False,0.0,0.00393521395136904,-0.00393521395136904,0.0,0.00131173798378968,0.002271996834141686,-0.0019676069756845204,1.0
POINT_VICENTE_W VRG,300,s300_c080,Southern California,33.73974,-118.4137,2008,17989.0,True,4,4,69,16,24141.0,0.7451638291702912,8360.0,0.5352715548390683,1,True,0.0,0.0,0.7451638291702912,0.7412286152189221,0.24838794305676373,0.43022053736183996,0.37258191458514556,0.0
POINT_VICENTE_W VRG,300,s300_c080,Southern California,33.73974,-118.4137,2009,8360.0,True,4,3,69,16,24141.0,0.34629882772047554,26803.0,-2.2061004784688993,0,True,0.7451638291702912,0.0,0.34629882772047554,0.34629882772047554,0.3638208856302556,0.37289080165777494,0.17314941386023788,0.5352715548390683
POINT_VICENTE_W VRG,300,s300_c080,Southern California,33.73974,-118.4137,2010,26803.0,True,4,3,69,16,24141.0,1.1102688372478355,10777.0,0.5979181434914003,1,True,0.34629882772047554,0.7451638291702912,0.3651050080775443,1.1102688372478355,0.7339104980462009,0.3821093062990615,0.18255250403877202,0.0
POINT_VICENTE_W VRG,300,s300_c080,Southern California,33.73974,-118.4137,2011,10777.0,True,4,2,69,16,24141.0,0.4464189553042542,3896.0,0.6384893755219448,1,True,1.1102688372478355,0.34629882772047554,0.10012012758377864,-0.29874487386603704,0.6343288734241884,0.4152049456114281,0.0500600637918895,0.5979181434914003
POINT_VICENTE_W VRG,300,s300_c080,Southern California,33.73974,-118.4137,2012,3896.0,True,3,3,69,16,24141.0,0.1613851953108819,7268.0,-0.8655030800821355,0,True,0.4464189553042542,1.1102688372478355,-0.9488836419369536,-0.18491363240959363,0.5726909959543239,0.48688141540968055,-0.47444182096847703,0.8546431369622803
POINT_VICENTE_W VRG,300,s300_c080,Southern California,33.73974,-118.4137,2013,7268.0,True,4,3,69,16,24141.0,0.3010645789321072,7007.0,0.03591084204733076,0,True,0.1613851953108819,0.4464189553042542,-0.145354376372147,-0.8092042583157284,0.30295624318241443,0.1425262953956812,-0.07267718818607352,0.32560081655377193
POINT_VICENTE_W VRG,300,s300_c080,Southern California,33.73974,-118.4137,2014,7007.0,True,4,3,69,16,24141.0,0.2902530963920302,15169.0,-1.164835164835165,0,True,0.3010645789321072,0.1613851953108819,0.12886790108114826,-0.156165858912224,0.25090095687833974,0.07771116853728502,0.06443395054057413,0.03591084204733068
POINT_VICENTE_W VRG,300,s300_c080,Southern California,33.73974,-118.4137,2015,15169.0,True,4,2,69,16,24141.0,0.6283501097717575,7666.0,0.4946272002109566,1,True,0.2902530963920302,0.3010645789321072,0.32728553083965034,0.4669649144608756,0.40655592836529825,0.19215544805703477,0.16364276541982511,0.0
POINT_VICENTE_W VRG,300,s300_c080,Southern California,33.73974,-118.4137,2016,7666.0,True,4,3,69,16,24141.0,0.3175510542231059,22800.0,-1.974171667101487,0,True,0.6283501097717575,0.2902530963920302,0.027297957831075748,0.016486475290998726,0.4120514201289646,0.18781676437775446,0.013648978915537919,0.4946272002109565
POINT_VICENTE_W VRG,300,s300_c080,Southern California,33.73974,-118.4137,2017,22800.0,True,4,3,69,16,24141.0,0.9444513483285697,17767.0,0.22074561403508772,0,True,0.3175510542231059,0.6283501097717575,0.31610123855681216,0.6541982519365395,0.630117504107811,0.31345388408733055,0.15805061927840597,0.0
POINT_VICENTE_W VRG,300,s300_c080,Southern California,33.73974,-118.4137,2018,17767.0,True,4,2,69,16,24141.0,0.735967855515513,14399.0,0.18956492373501435,0,True,0.9444513483285697,0.3175510542231059,0.4184168012924071,0.10761774574375549,0.6659900860223962,0.3192548525156715,0.20920840064620363,0.22074561403508774
POINT_VICENTE_W VRG,300,s300_c080,Southern California,33.73974,-118.4137,2019,14399.0,True,4,3,69,16,24141.0,0.5964541651132927,30263.0,-1.1017431766094867,0,True,0.735967855515513,0.9444513483285697,-0.34799718321527695,0.2789031108901868,0.7589577896524585,0.17513398495197208,-0.17399859160763867,0.3684649122807018
POINT_VICENTE_W VRG,300,s300_c080,Southern California,33.73974,-118.4137,2020,30263.0,True,4,2,69,16,24141.0,1.2535934716871713,13034.0,0.5693090572646466,1,True,0.5964541651132927,0.735967855515513,0.5176256161716583,0.3091421233586016,0.8620051641053257,0.34622546039903274,0.25881280808582896,0.0
POINT_VICENTE_W VRG,300,s300_c080,Southern California,33.73974,-118.4137,2021,13034.0,True,4,3,69,16,24141.0,0.5399113541278323,8060.0,0.38161730857756637,1,True,1.2535934716871713,0.5964541651132927,-0.056542810985460434,-0.19605650138768071,0.7966529969760988,0.3967306648602041,-0.028271405492730228,0.5693090572646466
POINT_VICENTE_W VRG,300,s300_c080,Southern California,33.73974,-118.4137,2022,8060.0,True,4,2,69,16,24141.0,0.33387183629509964,31673.0,-2.929652605459057,0,True,0.5399113541278323,1.2535934716871713,-0.9197216353920716,-0.2625823288181931,0.7091255540367011,0.48264589062807284,-0.4598608176960358,0.7336681756600469
POINT_VICENTE_W VRG,300,s300_c080,Southern California,33.73974,-118.4137,2023,31673.0,True,4,3,69,16,24141.0,1.312000331386438,22352.0,0.2942885107189088,0,True,0.33387183629509964,0.5399113541278323,0.7720889772586056,0.05840685969926662,0.7285945072697899,0.5156402209264761,0.3860444886293026,0.0
POINT_VICENTE_W VRG,300,s300_c080,Southern California,33.73974,-118.4137,2024,22352.0,True,4,3,69,16,24141.0,0.9258937078000082,18479.0,0.173273085182534,0,True,1.312000331386438,0.33387183629509964,0.5920218715049086,0.3859823536721759,0.8572552918271819,0.49266343718390093,0.29601093575245435,0.2942885107189088
POINT_VICENTE_W VRG,300,s300_c080,Southern California,33.73974,-118.4137,2025,18479.0,True,4,3,69,16,24141.0,0.7654612484984052,,,0,False,0.9258937078000082,1.312000331386438,-0.5465390828880327,0.4315894122033056,1.0011184292282838,0.2809275908779592,-0.2732695414440163,0.41656931771540423
PT_JOE UCSC,300,s300_c081,Central California,36.60509,-121.9715,1984,0.0,True,3,2,73,14,18621.599999999995,0.0,,,0,False,,,,,,,,
PT_JOE UCSC,300,s300_c081,Central California,36.60509,-121.9715,1985,,False,0,0,73,14,18621.599999999995,,174.0,,0,False,0.0,,,,,,,
PT_JOE UCSC,300,s300_c081,Central California,36.60509,-121.9715,1986,174.0,True,4,3,73,14,18621.599999999995,0.009343987627271557,10230.0,-57.793103448275865,0,False,,0.0,0.009343987627271557,,,,,
PT_JOE UCSC,300,s300_c081,Central California,36.60509,-121.9715,1987,10230.0,True,4,3,73,14,18621.599999999995,0.5493620311895865,7812.0,0.23636363636363636,0,True,0.009343987627271557,,,0.5493620311895865,,,,
PT_JOE UCSC,300,s300_c081,Central California,36.60509,-121.9715,1988,7812.0,True,4,3,73,14,18621.599999999995,0.4195128238175024,22872.0,-1.9278033794162825,0,True,0.5493620311895865,0.009343987627271557,0.4101688361902308,,0.3260729475447868,0.28187431543440217,0.2050844180951155,0.23636363636363641
PT_JOE UCSC,300,s300_c081,Central California,36.60509,-121.9715,1989,22872.0,True,4,2,73,14,18621.599999999995,1.228251063281351,17559.0,0.23229275970619098,0,True,0.4195128238175024,0.5493620311895865,0.6788890320917645,1.2189070756540794,0.7323753060961465,0.43432105531137843,0.33944451604588205,0.0
PT_JOE UCSC,300,s300_c081,Central California,36.60509,-121.9715,1990,17559.0,True,4,3,73,14,18621.599999999995,0.9429372341796626,11907.0,0.32188621219887237,1,True,1.228251063281351,0.4195128238175024,0.5234244103621601,0.3935752029900761,0.8635670404261719,0.41016960605964126,0.2617122051810802,0.23229275970619098
PT_JOE UCSC,300,s300_c081,Central California,36.60509,-121.9715,1991,11907.0,True,3,3,73,14,18621.599999999995,0.6394187395282899,3636.0,0.6946334089191232,1,True,0.9429372341796626,1.228251063281351,-0.5888323237530612,0.2199059157107875,0.9368690123297677,0.29446306026634667,-0.29441616187653036,0.47940713536201474
PT_JOE UCSC,300,s300_c081,Central California,36.60509,-121.9715,1992,3636.0,True,3,3,73,14,18621.599999999995,0.195257120762985,16633.0,-3.5745324532453244,0,True,0.6394187395282899,0.9429372341796626,-0.7476801134166776,-1.032993942518366,0.5925376981569791,0.3760382454348731,-0.3738400567083389,0.7929267042542286
PT_JOE UCSC,300,s300_c081,Central California,36.60509,-121.9715,1993,16633.0,True,4,3,73,14,18621.599999999995,0.8932100356575162,,,0,False,0.195257120762985,0.6394187395282899,0.25379129612922635,-0.049727198522146354,0.5759619653162636,0.3532770010876595,0.12689564806461304,0.0
PT_JOE UCSC,300,s300_c081,Central California,36.60509,-121.9715,1994,,False,2,0,73,14,18621.599999999995,,0.0,,0,False,0.8932100356575162,0.195257120762985,,,,,,
PT_JOE UCSC,300,s300_c081,Central California,36.60509,-121.9715,1995,0.0,True,3,1,73,14,18621.599999999995,0.0,,,0,False,,0.8932100356575162,-0.8932100356575162,-0.195257120762985,,,,
PT_JOE UCSC,300,s300_c081,Central California,36.60509,-121.9715,1996,,False,3,0,73,14,18621.599999999995,,3923.0,,0,False,0.0,,,,,,,
PT_JOE UCSC,300,s300_c081,Central California,36.60509,-121.9715,1997,3923.0,True,4,3,73,14,18621.599999999995,0.21066933024015128,,,0,False,,0.0,0.21066933024015128,,,,,
PT_JOE UCSC,300,s300_c081,Central California,36.60509,-121.9715,1998,,False,3,0,73,14,18621.599999999995,,640.0,,0,False,0.21066933024015128,,,,,,,
PT_JOE UCSC,300,s300_c081,Central California,36.60509,-121.9715,1999,640.0,True,3,4,73,14,18621.599999999995,0.034368690123297685,911.0,-0.4234375,0,False,,0.21066933024015128,-0.1763006401168536,,,,,
PT_JOE UCSC,300,s300_c081,Central California,36.60509,-121.9715,2000,911.0,True,4,3,73,14,18621.599999999995,0.04892168234738155,825.0,0.09440175631174534,0,False,0.034368690123297685,,,-0.16174764789276974,,,,
PT_JOE UCSC,300,s300_c081,Central California,36.60509,-121.9715,2001,825.0,True,4,3,73,14,18621.599999999995,0.04430338961206342,657.0,0.20363636363636364,0,False,0.04892168234738155,0.034368690123297685,0.009934699488765734,,0.04253125402758081,0.007436581477123967,0.004967349744382864,0.09440175631174538
PT_JOE UCSC,300,s300_c081,Central California,36.60509,-121.9715,2002,657.0,True,4,3,73,14,18621.599999999995,0.03528160845469778,0.0,1.0,1,False,0.04430338961206342,0.04892168234738155,-0.01364007389268377,0.0009129183314000935,0.04283556013804751,0.0069374920881439955,-0.0068200369463418875,0.278814489571899
PT_JOE UCSC,300,s300_c081,Central California,36.60509,-121.9715,2003,0.0,True,4,1,73,14,18621.599999999995,0.0,2625.0,,0,False,0.03528160845469778,0.04430338961206342,-0.04430338961206342,-0.04892168234738155,0.026528332688920325,0.023412869543338367,-0.022151694806031713,1.0
PT_JOE UCSC,300,s300_c081,Central California,36.60509,-121.9715,2004,2625.0,True,4,3,73,14,18621.599999999995,0.14096533058383817,3465.0,-0.32,0,True,0.0,0.03528160845469778,0.1056837221291404,0.09666194097177475,0.058748979679511905,0.07335423805619634,0.05284186106457018,0.0
PT_JOE UCSC,300,s300_c081,Central California,36.60509,-121.9715,2005,3465.0,True,4,3,73,14,18621.599999999995,0.18607423637066636,1586.0,0.5422799422799423,1,True,0.14096533058383817,0.0,0.18607423637066636,0.1507926279159686,0.10901318898483477,0.09706497759132139,0.09303711818533318,0.0
PT_JOE UCSC,300,s300_c081,Central California,36.60509,-121.9715,2006,1586.0,True,4,3,73,14,18621.599999999995,0.08516991021179708,1416.0,0.10718789407313997,0,True,0.18607423637066636,0.14096533058383817,-0.05579542037204109,0.08516991021179708,0.1374031590554338,0.05054639016677847,-0.02789771018602055,0.5422799422799423
PT_JOE UCSC,300,s300_c081,Central California,36.60509,-121.9715,2007,1416.0,True,4,4,73,14,18621.599999999995,0.07604072689779613,2151.0,-0.5190677966101694,0,True,0.08516991021179708,0.18607423637066636,-0.11003350947287023,-0.06492460368604204,0.11576162449341977,0.0610633526654522,-0.05501675473643513,0.5913419913419913
PT_JOE UCSC,300,s300_c081,Central California,36.60509,-121.9715,2008,2151.0,True,4,3,73,14,18621.599999999995,0.11551101946127082,2286.0,-0.06276150627615062,0,True,0.07604072689779613,0.08516991021179708,0.03034110924947374,-0.07056321690939554,0.09224055219028793,0.020663288272987204,0.015170554624736867,0.0
PT_JOE UCSC,300,s300_c081,Central California,36.60509,-121.9715,2009,2286.0,True,4,3,73,14,18621.599999999995,0.12276066503415392,834.0,0.6351706036745407,1,True,0.11551101946127082,0.07604072689779613,0.04671993813635779,0.03759075482235684,0.10477080379774022,0.025143633970463278,0.023359969068178898,0.0
PT_JOE UCSC,300,s300_c081,Central California,36.60509,-121.9715,2010,834.0,True,4,3,73,14,18621.599999999995,0.04478669931692229,685.0,0.17865707434052758,0,False,0.12276066503415392,0.11551101946127082,-0.07072432014434853,-0.03125402758087384,0.09435279460411561,0.04307827401077551,-0.035362160072174256,0.6351706036745407
PT_JOE UCSC,300,s300_c081,Central California,36.60509,-121.9715,2011,685.0,True,4,2,73,14,18621.599999999995,0.036785238647592054,0.0,1.0,1,False,0.04478669931692229,0.12276066503415392,-0.08597542638656186,-0.07872578081367876,0.06811086766622268,0.04749690629375416,-0.04298771319328094,0.700349956255468
PT_JOE UCSC,300,s300_c081,Central California,36.60509,-121.9715,2012,0.0,True,4,1,73,14,18621.599999999995,0.0,55.0,,0,False,0.036785238647592054,0.04478669931692229,-0.04478669931692229,-0.12276066503415392,0.027190645988171374,0.023885231109437906,-0.02239334965846114,1.0
PT_JOE UCSC,300,s300_c081,Central California,36.60509,-121.9715,2013,55.0,True,4,3,73,14,18621.599999999995,0.002953559307470895,0.0,1.0,1,False,0.0,0.036785238647592054,-0.03383167934012116,-0.041833140009451396,0.01324626598502091,0.020438769621790864,-0.016915839670060585,0.9197080291970802
PT_JOE UCSC,300,s300_c081,Central California,36.60509,-121.9715,2014,0.0,True,4,1,73,14,18621.599999999995,0.0,20.0,,0,False,0.002953559307470895,0.0,0.0,-0.036785238647592054,0.0009845197691568908,0.0017052382612367683,6.303309373479406e-19,1.0
PT_JOE UCSC,300,s300_c081,Central California,36.60509,-121.9715,2015,20.0,True,4,4,73,14,18621.599999999995,0.0010740215663530527,0.0,1.0,1,False,0.0,0.002953559307470895,-0.0018795377411178421,0.0010740215663530527,0.0013425269579412419,0.0014949747505139017,-0.0009397688705589216,0.6363636363636364
PT_JOE UCSC,300,s300_c081,Central California,36.60509,-121.9715,2016,0.0,True,4,1,73,14,18621.599999999995,0.0,0.0,,0,False,0.0010740215663530527,0.0,0.0,-0.002953559307470895,0.00035800718878427687,0.0006200866404519441,1.9394798072244325e-19,1.0
PT_JOE UCSC,300,s300_c081,Central California,36.60509,-121.9715,2017,0.0,True,4,1,73,14,18621.599999999995,0.0,0.0,,0,False,0.0,0.0010740215663530527,-0.0010740215663530527,0.0,0.00035800718878427687,0.0006200866404519441,-0.0005370107831765264,1.0
PT_JOE UCSC,300,s300_c081,Central California,36.60509,-121.9715,2018,0.0,True,4,1,73,14,18621.599999999995,0.0,0.0,,0,False,0.0,0.0,0.0,-0.0010740215663530527,0.0,1.7786256602549064e-09,-0.0,0.0
PT_JOE UCSC,300,s300_c081,Central California,36.60509,-121.9715,2019,0.0,True,4,1,73,14,18621.599999999995,0.0,11.0,,0,False,0.0,0.0,0.0,0.0,0.0,1.7786256602549064e-09,-0.0,0.0
PT_JOE UCSC,300,s300_c081,Central California,36.60509,-121.9715,2020,11.0,True,4,1,73,14,18621.599999999995,0.000590711861494179,0.0,1.0,1,False,0.0,0.0,0.000590711861494179,0.000590711861494179,0.00019690395383131898,0.000341047652251802,0.0002953559307470894,0.0
PT_JOE UCSC,300,s300_c081,Central California,36.60509,-121.9715,2021,0.0,True,4,1,73,14,18621.599999999995,0.0,0.0,,0,False,0.000590711861494179,0.0,0.0,0.0,0.00019690395383131898,0.000341047652251802,1.21217487951527e-19,1.0
PT_JOE UCSC,300,s300_c081,Central California,36.60509,-121.9715,2022,0.0,True,4,1,73,14,18621.599999999995,0.0,0.0,,0,False,0.0,0.000590711861494179,-0.000590711861494179,0.0,0.00019690395383131898,0.000341047652251802,-0.00029535593074708956,1.0
PT_JOE UCSC,300,s300_c081,Central California,36.60509,-121.9715,2023,0.0,True,4,1,73,14,18621.599999999995,0.0,0.0,,0,False,0.0,0.0,0.0,-0.000590711861494179,0.0,1.7786293807893208e-09,-0.0,0.0
PT_JOE UCSC,300,s300_c081,Central California,36.60509,-121.9715,2024,0.0,True,4,1,73,14,18621.599999999995,0.0,0.0,,0,False,0.0,0.0,0.0,0.0,0.0,1.7786293807893208e-09,-0.0,0.0
PT_JOE UCSC,300,s300_c081,Central California,36.60509,-121.9715,2025,0.0,True,4,1,73,14,18621.599999999995,0.0,,,0,False,0.0,0.0,0.0,0.0,0.0,1.7786293807893208e-09,-0.0,0.0
Pebble Beach,300,s300_c083,Northern California,38.69121,-123.442,1984,,False,2,0,86,17,8489.54999999999,,,,0,False,,,,,,,,
Pebble Beach,300,s300_c083,Northern California,38.69121,-123.442,1985,,False,2,0,86,17,8489.54999999999,,13859.0,,0,False,,,,,,,,
Pebble Beach,300,s300_c083,Northern California,38.69121,-123.442,1986,13859.0,True,4,3,86,17,8489.54999999999,1.632477575372077,198.0,0.9857132549245977,1,True,,,,,,,,
Pebble Beach,300,s300_c083,Northern California,38.69121,-123.442,1987,198.0,True,4,4,86,17,8489.54999999999,0.02332279096065165,5088.0,-24.696969696969695,0,False,1.632477575372077,,,,,,,
Pebble Beach,300,s300_c083,Northern California,38.69121,-123.442,1988,5088.0,True,3,3,86,17,8489.54999999999,0.5993250525646242,2658.0,0.47759433962264153,1,True,0.02332279096065165,1.632477575372077,-1.0331525228074527,,0.7517084729657842,0.8153283449987574,-0.5165762614037268,0.6328739447290569
Pebble Beach,300,s300_c083,Northern California,38.69121,-123.442,1989,2658.0,True,4,4,86,17,8489.54999999999,0.31309079986571764,1314.0,0.5056433408577878,1,True,0.5993250525646242,0.02332279096065165,0.289768008905066,-1.3193867755063593,0.31191288113033117,0.288002937420147,0.14488400445253302,0.4775943396226414
Pebble Beach,300,s300_c083,Northern California,38.69121,-123.442,1990,1314.0,True,4,3,86,17,8489.54999999999,0.15477852182977914,0.0,1.0,1,True,0.31309079986571764,0.5993250525646242,-0.44454653073484507,0.13145573086912749,0.355731458086707,0.22531993652856366,-0.22227326536742265,0.7417452830188679
Pebble Beach,300,s300_c083,Northern California,38.69121,-123.442,1991,0.0,True,3,2,86,17,8489.54999999999,0.0,72.0,,0,False,0.15477852182977914,0.31309079986571764,-0.31309079986571764,-0.5993250525646242,0.15595644056516555,0.15654872359603877,-0.1565453999328588,1.0
Pebble Beach,300,s300_c083,Northern California,38.69121,-123.442,1992,72.0,True,4,3,86,17,8489.54999999999,0.008481014894782419,,,0,False,0.0,0.15477852182977914,-0.1462975069349967,-0.3046097849709352,0.05441984557485382,0.08701654916245463,-0.07314875346749837,0.9452054794520548
Pebble Beach,300,s300_c083,Northern California,38.69121,-123.442,1993,,False,3,0,86,17,8489.54999999999,,3832.0,,0,False,0.008481014894782419,0.0,,,,,,
Pebble Beach,300,s300_c083,Northern California,38.69121,-123.442,1994,3832.0,True,4,4,86,17,8489.54999999999,0.45137845940008653,27.0,0.9929540709812108,1,True,,0.008481014894782419,0.4428974445053041,0.45137845940008653,,,,
Pebble Beach,300,s300_c083,Northern California,38.69121,-123.442,1995,27.0,True,3,3,86,17,8489.54999999999,0.003180380585543407,252.0,-8.333333333333334,0,False,0.45137845940008653,,,-0.005300634309239011,,,,
Pebble Beach,300,s300_c083,Northern California,38.69121,-123.442,1996,252.0,True,4,2,86,17,8489.54999999999,0.029683552131738466,3378.0,-12.404761904761905,0,False,0.003180380585543407,0.45137845940008653,-0.4216949072683481,,0.16141413070578944,0.2514658793193473,-0.2108474536341741,0.9342379958246346
Pebble Beach,300,s300_c083,Northern California,38.69121,-123.442,1997,3378.0,True,4,3,86,17,8489.54999999999,0.3979009488135418,7542.0,-1.2326820603907638,0,True,0.029683552131738466,0.003180380585543407,0.3947205682279984,-0.05347751058654471,0.14358829384360786,0.2206395236214361,0.19736028411399917,0.0
Pebble Beach,300,s300_c083,Northern California,38.69121,-123.442,1998,7542.0,True,4,4,86,17,8489.54999999999,0.8883863102284584,6423.0,0.14836913285600636,0,True,0.3979009488135418,0.029683552131738466,0.8587027580967199,0.885205929642915,0.4386569370579128,0.4307997152088891,0.4293513790483599,0.0
Pebble Beach,300,s300_c083,Northern California,38.69121,-123.442,1999,6423.0,True,4,3,86,17,8489.54999999999,0.756577203738715,1642.0,0.7443562198349681,1,True,0.8883863102284584,0.3979009488135418,0.35867625492517313,0.7268936516069765,0.680954820926905,0.2538366227067763,0.1793381274625866,0.14836913285600636
Pebble Beach,300,s300_c083,Northern California,38.69121,-123.442,2000,1642.0,True,4,3,86,17,8489.54999999999,0.19341425635045462,5444.0,-2.315468940316687,0,True,0.756577203738715,0.8883863102284584,-0.6949720538780038,-0.2044866924630872,0.612792590105876,0.36912335371256494,-0.34748602693900194,0.7822858658180853
